,username,text,query,hashtags,is_road_closed
6619,Agape Love,is sepulveda pass open southbound,Go511,[],0
6620,Go511,"the metro expresslanes website and phone system will be down from 10:00 pm on saturday, november 2 to 2:00 am on sunday, november 3 for scheduled maintenance.

for more info visit:

https: www.metroexpresslanes.net/en/home/index.shtml …",Go511,[],0
6621,Go511,"#snoopdogg to headline reopening of metro a line, formerly blue line, today, nov. 2nd

metro will offer free rides on the a line from sat to mon, nov 4th

for more info visit: 
https: www.metro.net/riding/guide/aline-blue/ …pic.twitter.com/nqcnq2gerw",Go511,['SnoopDogg'],0
6622,Go511,"60 swarm riverside 
weekend closure: nov 1-4 

westbound sr-60 between the 60/91/215 interchange to the i-15 will be closed this weekend beginning fri at 10 p.m.  through mon at 5 a.m. all lanes and ramps are closed. 

sr-60 east lanes and ramps will be open.pic.twitter.com/wjuwufukol",Go511,[],0
6623,Cheyne Fritts,they are trying so hard to get people to ride la’s awful public transportation,Go511,[],0
6624,Go511,"#snoopdogg to headline reopening of metro a line, formerly blue line, this saturday, nov. 2nd

metro will offer free rides on the a line from sat to mon, nov 4th

for more info visit: 
https: www.metro.net/riding/guide/aline-blue/ …pic.twitter.com/k41vgstvd8",Go511,['SnoopDogg'],0
6625,Go511,update: sigalert cleared. all lanes now opened.https: twitter.com/go511/status/1190378913630830592 …,Go511,[],0
6626,Go511,"sigalert
orange county, costa mesa 
sr-55 south near 22nd st., three lanes blocked for approximately 45 minutes due to a traffic collision.pic.twitter.com/y5j2ynorlh",Go511,[],0
6627,Go511,sigalert in calabasas us 101 east at las virgenes road -- #4 lane blocked for approx. one house due to disabled vehicle,Go511,['4'],1
6628,Go511,"#snoopdogg to headline reopening of metro a line, formerly blue line, this saturday, nov. 2nd

metro will offer free rides on the a line from sat to mon, nov 4th

for more info visit: 
https: www.metro.net/riding/guide/aline-blue/ …pic.twitter.com/vvd21uxpgy",Go511,['SnoopDogg'],0
6629,Go511,"60 swarm repaving project
lane & ramp closures: oct 28 – nov 1

sr-60 east nighttime lane & ramp closures will take place from valley way to the 60/91/215 jctn   from 9pm - 5am

sr-60 west nighttime lane & ramp closures will take place from the i-15 to euclid ave. from 8pm to 5ampic.twitter.com/umc95lrw98",Go511,[],0
6630,Go511,"the metro expresslanes website and phone system will be down from 10:00 pm on saturday, november 2 to 2:00 am on sunday, november 3 for scheduled maintenance.

for more info visit:

https: www.metroexpresslanes.net/en/home/index.shtml …",Go511,[],0
6631,Go511,"60 swarm riverside 
weekend closure: nov 1-4 

westbound sr-60 between the 60/91/215 interchange to the i-15 will be closed this weekend beginning fri at 10 p.m.  through mon at 5 a.m. all lanes and ramps are closed. 

sr-60 east lanes and ramps will be open.pic.twitter.com/4vrrrsgvcy",Go511,[],0
6632,Go511,"#snoopdogg to headline reopening of metro a line, formerly blue line, this saturday, nov. 2nd

metro will offer free rides on the a line from sat to mon, nov 4th

for more info visit: 
https: metro.net/riding/guide/aline-blue/ …pic.twitter.com/csjlb2buei",Go511,['SnoopDogg'],0
6633,Go511,"#gettyfire road closure update 
mandeville canyon

the fire is 52% contained.

road closures
sepulveda boulevard southbound from skirball center drive to sunset boulevard is presently open to residents with i.d. only.",Go511,['GettyFire'],0
6634,Go511,"#mariafire road closures
santa paula 

los angeles ave between santa clara ave and ca-34/somis rd

south mountain rd between 12th st & balcom cyn

berylwood rd at aggen rd

west la loma rd. between center rd & walnut ave

price rd at hwy 118

clubhouse drive at hwy 118",Go511,['MariaFire'],1
6635,Go511,"sigalert in los angeles
us-101 north at benton way/rampart blvd. police activity has the rampart on and off-ramps shut down for an unknown duration. updates to follow.pic.twitter.com/epoprrc8dm",Go511,[],0
6636,Go511,"sigalert in yucaipa
i-10 west at county line rd, backed up to calimesa blvd/sandalwood dr. a stalled big-rig remains blocking the middle lane, sigalert issued for an unknown duration.pic.twitter.com/91ous4vnlo",Go511,[],0
6637,Agape Love,is sepulveda pass open southbound,Go511,[],0
6638,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1190084421128310784 …,Go511,[],0
6639,Go511,fire advisory: the santa maria fire is ongoing. please use caution in the area.pic.twitter.com/iddclquqrv,Go511,[],0
6640,Go511,"sigalert
la county, mar vista
i-405 north near i-10 east connector, three lanes blocked for approximately 1 hour due to a traffic collision.pic.twitter.com/y2bcgwdua6",Go511,[],0
6641,Go511,"traffic alert 
la county 
the us-101 north and south is congested from universal city to the i-110 interchange. also, the i-5 south bound is heavily congested from sr-134 interchange to downtown la. expect delays.",Go511,[],0
6642,Go511,"traffic alert
la county 
the i-405 north and south bound is experiencing heavy congestion from the sepulveda pass to fox hills. also, the i-10 east bound is moderately congested from the i-405 interchange to the i-110 interchange. expect delays.",Go511,[],0
6643,Go511,"metro blue line will reopen as a line starting november 2, 2019. 

for more info visit: 
https: metro.net/riding/guide/aline-blue/ …pic.twitter.com/w1bspmvvgq",Go511,[],0
6644,Go511,"sigalert 
orange county, santa ana 
sr-91 east near gypsum canyon, hov lane and one lane blocked fro approximately 30 minutes due to a traffic collision.pic.twitter.com/rsuiq6h2hj",Go511,[],0
6645,Go511,"sigalert in fountain valley 
i-405 north, just south of euclid st off-ramp. the hov, #1 & #2 lanes blocked for approx. 30 mins due to a traffic collision.pic.twitter.com/ddcq4vuqq0",Go511,"['1', '2']",1
6646,Go511,"sigalert in baldwin park 
i-605 north, just south of valley blvd, the #2 & #3 lane blocked for approx. 1 hr due to a traffic collision.pic.twitter.com/ybfwwe5vk6",Go511,"['2', '3']",0
6647,Go511,"metro blue line will reopen as a line starting november 2, 2019. 

for more info visit: 
https: www.metro.net/riding/guide/aline-blue/ …pic.twitter.com/q1t83f2vue",Go511,[],0
6648,Go511,"sigalert in pomona
 i-10 east / sr-57, the #1 and #4 lane blocked for approx. 1 hr due to a traffic collisionpic.twitter.com/jo71vecz0u",Go511,"['1', '4']",0
6649,Go511,"sigalert in diamond bar
sr-57 south / pathfinder rd, the #2 lane blocked for approx. 1 hr due to a traffic hazard.pic.twitter.com/v6varlzzox",Go511,['2'],0
6650,Go511,"sigalert in los angeles
i-405 s / plummer st, the #4 lane closed for an unknown duration.",Go511,['4'],0
6651,Go511,"i-15 ramp & lane closures

date: weds, oct. 23rd from 9 p.m. to 7 a.m.

location: sr-91 west to i-15 north connector

i-15 south to sr-91 east connector

detour: use main st.

for more info visit: https: www.15project.info/15-express-lanes-construction-update-week-of-oct-21/ …pic.twitter.com/toonwfh6rk",Go511,[],0
6652,Go511,"traffic alert in manhattan beach
all lanes are closed.
sepulveda blvd between ca-91/artesia blvd/gould ave and 1st st, due to a fatal crash investigation.",Go511,[],1
6653,Go511,"traffic alert in torrance
i-110 north at hwy 91, backed up to 223rd st, chp has all lanes closed to clear an accident, expect major delays.",Go511,[],0
6654,Go511,"traffic alert in pico rivera
i-605 south at washington blvd/slauson ave, stop and go traffic forming due to a collision in the car pool lane",Go511,[],0
6655,Go511,"metro blue line will reopen as a line starting november 2, 2019. 

for more info visit: 
https: metro.net/riding/guide/aline-blue/ …pic.twitter.com/w1bspmvvgq",Go511,[],0
6656,Go511,"sigalert 
orange county, santa ana 
sr-91 east near gypsum canyon, hov lane and one lane blocked fro approximately 30 minutes due to a traffic collision.pic.twitter.com/rsuiq6h2hj",Go511,[],0
6657,Go511,"sigalert in fountain valley 
i-405 north, just south of euclid st off-ramp. the hov, #1 & #2 lanes blocked for approx. 30 mins due to a traffic collision.pic.twitter.com/ddcq4vuqq0",Go511,"['1', '2']",1
6658,Go511,"sigalert in baldwin park 
i-605 north, just south of valley blvd, the #2 & #3 lane blocked for approx. 1 hr due to a traffic collision.pic.twitter.com/ybfwwe5vk6",Go511,"['2', '3']",0
6659,Go511,"metro blue line will reopen as a line starting november 2, 2019. 

for more info visit: 
https: www.metro.net/riding/guide/aline-blue/ …pic.twitter.com/q1t83f2vue",Go511,[],0
6660,Go511,"sigalert in pomona
 i-10 east / sr-57, the #1 and #4 lane blocked for approx. 1 hr due to a traffic collisionpic.twitter.com/jo71vecz0u",Go511,"['1', '4']",0
6661,Go511,"sigalert in diamond bar
sr-57 south / pathfinder rd, the #2 lane blocked for approx. 1 hr due to a traffic hazard.pic.twitter.com/v6varlzzox",Go511,['2'],0
6662,Go511,"sigalert in los angeles
i-405 s / plummer st, the #4 lane closed for an unknown duration.",Go511,['4'],0
6663,Go511,"i-15 ramp & lane closures

date: weds, oct. 23rd from 9 p.m. to 7 a.m.

location: sr-91 west to i-15 north connector

i-15 south to sr-91 east connector

detour: use main st.

for more info visit: https: www.15project.info/15-express-lanes-construction-update-week-of-oct-21/ …pic.twitter.com/toonwfh6rk",Go511,[],0
6664,Go511,"traffic alert in manhattan beach
all lanes are closed.
sepulveda blvd between ca-91/artesia blvd/gould ave and 1st st, due to a fatal crash investigation.",Go511,[],1
6665,Go511,"traffic alert in torrance
i-110 north at hwy 91, backed up to 223rd st, chp has all lanes closed to clear an accident, expect major delays.",Go511,[],0
6666,Go511,"traffic alert in pico rivera
i-605 south at washington blvd/slauson ave, stop and go traffic forming due to a collision in the car pool lane",Go511,[],0
6667,Go511,"red flag & high wind warning 
date: 10/23 -10/25 at 10pm
location: la, ventura, riverside, san bernardino & orange county

use extra caution when driving, especially if operating a high
profile vehicle, gusty winds will make driving difficult & could blow around unsecured objects",Go511,[],0
6668,Go511,"sigalert in sylmar
i-5 south, just north of roxford st off-ramp, the hov #1 & #2 lanes closed for approx. 1 hr due to an injury related traffic collision.pic.twitter.com/marcfltir0",Go511,"['1', '2']",1
6669,Go511,"traffic alert in rosemead
i-10 west at rosemead blvd, backed up to baldwin ave/exit 28, expect stop and go traffic due to a stalled car in the left lane.",Go511,[],0
6670,Go511,"sigalert in redlands
i-10 west at redlands blvd, backed up to yucaipa blvd, the 2 right lanes are blocked until approx 8 am due to a big rig over the side.pic.twitter.com/anpziajy04",Go511,[],0
6671,Go511,"sigalert in santa ana
i-5 south at 17th st, backed up to hwy 22/hwy 57/la veta ave/bristol st, two right lanes blocked for approx. 30 mins due to a traffic collision involving an overturned suvpic.twitter.com/ykgzt7ab0z",Go511,[],1
6672,Go511,"sigalert 
la county, west covina 
i-10 west near north barranca st, three lanes blocked for unknown duration due to a traffic collision.pic.twitter.com/vvacizgvx2",Go511,[],0
6673,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1191859985384214530 …,Go511,[],0
6674,Go511,"sigalert
orange county, buena park
sr-91 east near beach blvd, one lane blocked for approximately 1 hour due to a traffic collision.pic.twitter.com/okkh3vb6e2",Go511,[],0
6675,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1191855394215190533 …,Go511,[],0
6676,Go511,"sigalert
la county, montebello
i-605 south near rose hills rd, two lanes blocked for approximately 30 minutes due to a traffic collision.pic.twitter.com/gdoshmilai",Go511,[],0
6677,Go511,"sigalert
san bernardino county, highgrove
i-215 north near center st., hov lanes and two lanes blocked for unknown duration due to a traffic collisionpic.twitter.com/lyebyiigjr",Go511,[],0
6678,Go511,"sigalert:  405 north at seal beach boulevard, hov, #1, & #2 lanes blocked for approx. one hour due to traffic collision.",Go511,"['1', '2']",0
6679,Go511,"traffic alert in los angeles
i-5 north at i-5/i-10 southern split, backed up to i-710, stop and go traffic due to a disabled vehicle. center lane blocked.",Go511,[],0
6680,Go511,"traffic alert in rosemead
i-10 west at rosemead blvd, a stalled car is blocking the express lanes. expect minor delays.",Go511,[],0
6681,Go511,"traffic alert in downey
i-5 south at slauson ave, backed up to washington blvd, a traffic collision is blocking the left lane",Go511,[],0
6682,Go511,"sigalert in costa mesa
i-405 south/ trans to the sr-73, the #3 lane blocked for approx. 1 hr due to a traffic collision.pic.twitter.com/qbaj2ykjrv",Go511,['3'],0
6683,Go511,"traffic alert in van nuys
i-405 south at burbank blvd, backed up to hwy 118 expect stop and go traffic due to a five vehicle collision in the three left lanes.pic.twitter.com/c0rztu1iuu",Go511,[],1
6684,Go511,"metrolink closure alert

ieoc line & 91/pv line: track closure between riverside la sierra and north main corona
starting date: 11/5/2019
ending date: 11/5/2019

service lines affected:
-inland empire-orange county 
 line

-91/perris valley line",Go511,[],0
6685,Go511,"sigalert
la county, south los angeles 
i-110 north near i-105. one lane blocked for 1 hour due to police activity.pic.twitter.com/egbdpakury",Go511,[],0
6686,Go511,"traffic alert 
la county
the i-405 north bound is moderately congested from the i-10 interchange to the city of north hills. also, the i-10 east bound is experiencing heavy congestion from the i-405 interchange to the i-110 interchange.expect delays.",Go511,[],0
6687,Go511,"the final #ciclavia of 2019 is sunday, december 8th. enjoy a brand new 5-mile route through the neighborhoods of reseda, winnetka, and canoga park. invite a newcomer to enjoy palm tree-lined, wide open streets! 

for more info visit:
https: www.ciclavia.org/  

or @ciclaviapic.twitter.com/pcgvx6gitb",Go511,['CicLAvia'],0
6688,Go511,"sigalert in los angeles
i-5 south, just south of zoo dr on-ramp. the 3 lane blocked for approx. 30 mins due to a sanitation truck blocking lane.pic.twitter.com/p0wsoogyf2",Go511,[],0
6689,Go511,"socalgas project road closures 
west hollywood 

socalgas to upgrade an existing gas main along sunset blvd. the closures will impact westbound traffic between north crescent heights blvd & north hayworth ave between 9 a.m. and 5 p.m. monday through friday for a 4 week duration.",Go511,[],1
6690,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1191859985384214530 …,Go511,[],0
6691,Go511,"sigalert
orange county, buena park
sr-91 east near beach blvd, one lane blocked for approximately 1 hour due to a traffic collision.pic.twitter.com/okkh3vb6e2",Go511,[],0
6692,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1191855394215190533 …,Go511,[],0
6693,Go511,"sigalert
la county, montebello
i-605 south near rose hills rd, two lanes blocked for approximately 30 minutes due to a traffic collision.pic.twitter.com/gdoshmilai",Go511,[],0
6694,Go511,"sigalert
san bernardino county, highgrove
i-215 north near center st., hov lanes and two lanes blocked for unknown duration due to a traffic collisionpic.twitter.com/lyebyiigjr",Go511,[],0
6695,Go511,"sigalert:  405 north at seal beach boulevard, hov, #1, & #2 lanes blocked for approx. one hour due to traffic collision.",Go511,"['1', '2']",0
6696,Go511,"traffic alert in los angeles
i-5 north at i-5/i-10 southern split, backed up to i-710, stop and go traffic due to a disabled vehicle. center lane blocked.",Go511,[],0
6697,Go511,"traffic alert in rosemead
i-10 west at rosemead blvd, a stalled car is blocking the express lanes. expect minor delays.",Go511,[],0
6698,Go511,"traffic alert in downey
i-5 south at slauson ave, backed up to washington blvd, a traffic collision is blocking the left lane",Go511,[],0
6699,Go511,"sigalert in costa mesa
i-405 south/ trans to the sr-73, the #3 lane blocked for approx. 1 hr due to a traffic collision.pic.twitter.com/qbaj2ykjrv",Go511,['3'],0
6700,Go511,"traffic alert in van nuys
i-405 south at burbank blvd, backed up to hwy 118 expect stop and go traffic due to a five vehicle collision in the three left lanes.pic.twitter.com/c0rztu1iuu",Go511,[],1
6701,Go511,"metrolink closure alert

ieoc line & 91/pv line: track closure between riverside la sierra and north main corona
starting date: 11/5/2019
ending date: 11/5/2019

service lines affected:
-inland empire-orange county 
 line

-91/perris valley line",Go511,[],0
6702,Go511,"sigalert
la county, south los angeles 
i-110 north near i-105. one lane blocked for 1 hour due to police activity.pic.twitter.com/egbdpakury",Go511,[],0
6703,Go511,"traffic alert 
la county
the i-405 north bound is moderately congested from the i-10 interchange to the city of north hills. also, the i-10 east bound is experiencing heavy congestion from the i-405 interchange to the i-110 interchange.expect delays.",Go511,[],0
6704,Go511,"the final #ciclavia of 2019 is sunday, december 8th. enjoy a brand new 5-mile route through the neighborhoods of reseda, winnetka, and canoga park. invite a newcomer to enjoy palm tree-lined, wide open streets! 

for more info visit:
https: www.ciclavia.org/  

or @ciclaviapic.twitter.com/pcgvx6gitb",Go511,['CicLAvia'],0
6705,Go511,"sigalert in los angeles
i-5 south, just south of zoo dr on-ramp. the 3 lane blocked for approx. 30 mins due to a sanitation truck blocking lane.pic.twitter.com/p0wsoogyf2",Go511,[],0
6706,Go511,"socalgas project road closures 
west hollywood 

socalgas to upgrade an existing gas main along sunset blvd. the closures will impact westbound traffic between north crescent heights blvd & north hayworth ave between 9 a.m. and 5 p.m. monday through friday for a 4 week duration.",Go511,[],1
6707,Go511,"traffic alert in chino
sr-60 east at milliken ave.
caltrans has the off-ramp closed for work until approx. 2 p.m.",Go511,[],0
6708,Go511,"traffic alert in los angeles
us-101 south at 7th st, a fatal collision has police activity on the off-ramppic.twitter.com/zjqumbik5g",Go511,[],0
6709,Go511,"traffic alert in burbank
sr-170 north at magnolia blvd, backed up to us-101/134 fwy expect stop and go traffic due to a disabled vehicle. center lane blocked.",Go511,[],0
6710,Go511,"traffic alert in topanga
pacific coast hwy south at topanga canyon blvd, a traffic collision has the right lane blocked

-traffic is heavy from big rock. -----topanga canyon blvd is slow from before rubicon",Go511,[],1
6711,Go511,"traffic alert in santa fe springs
i-605 north at i-5, moderate traffic forming due to a motorcycle down in the car pool lane",Go511,[],0
6712,Go511,"sigalert in los angeles
us-101 north / n broadway. the #4 lane blocked for approx. 1 hr due to a stalled big rig, expect major delays.pic.twitter.com/gflfsug4wb",Go511,['4'],0
6713,Go511,"#gettyfire update 

-sepulveda pass - sepulveda blvd 
 south from skirball ctr to 
 sunset: all lanes are open to 
 residents with id only. 

-all northbound lanes are now open.",Go511,['GETTYFIRE'],0
6714,Go511,"#mariafire updates and closures
santa paula 

70% contained

road closures
-los angeles ave between la vista ave and ca-34/somis rd

maria fire local street closures include: south mountain road between 12th street and balcom canyon.",Go511,['MariaFire'],1
6715,Go511,"traffic alert in ontario 
i-15 south at jurupa st, a traffic collision involving a vehicle down the right shoulder embankment.",Go511,[],0
6716,Go511,"sigalert in claremont
all lanes blocked for an unknown duration on the i-210 west at fruit st, backed up to mountain ave/exit 54, due to an overturned big rig. expect stop and go traffic.pic.twitter.com/40qbydxp0m",Go511,[],0
6717,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182795509615878145 …,Go511,[],0
6718,Go511,"sigalert 
la county, monterey park
i-710 north near i-10 east near i-710 connector, the transition road to from the i-710 north bound to the i-10 east bound will be closed for unknown duration due to a fuel leak and stalled vehicle.pic.twitter.com/g65zgip4sc",Go511,[],1
6719,Go511,"full closure advisory in topanga

topanga canyon blvd. will be fully closed overnight between pch and grand view dr.

effective dates: friday, oct 11th  and saturday, oct 12th from 8 p.m. to 10 a.m.pic.twitter.com/g98sacgh7w",Go511,[],0
6720,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182761080847663105 …,Go511,[],0
6721,Go511,"sigalert
orange county, corona 
sr-91 east of gypsum canyon, one lane blocked for approximately 1 hour due to stalled big rig.pic.twitter.com/zzdctjd6hd",Go511,[],0
6722,Go511,closure advisory in yucaipa for the truck lanes project between moreno valley and beaumont.     there will be six weekends of consecutive ramp and lane closures on i-10 starting oct 11 and a full closure of w/b sr-60 with a traffic shift of e/b sr-60 for two days starting oct 12,Go511,[],0
6723,Go511,"special alert: red flag warning over most of los angeles and ventura counties for friday october 11th, to this evening, due to gusty santa ana winds and very low humidity.

https: forecast.weather.gov/wwamap/wwatxtget.php?cwa=lox&wwa=red%20flag%20warning …",Go511,[],0
6724,Go511,"full closure advisory in topanga

topanga canyon blvd. will be fully closed overnight between pch and grand view dr.

effective dates: friday, oct 11th  and saturday, oct 12th from 8 p.m. to 10 a.m.pic.twitter.com/p0jmbso2l6",Go511,[],0
6725,Go511,"all lanes closed
sr-14 south between san fernando rd and i-5/golden state fwy, backed up to via princessa

little tujunga is not a good alternate as it is jammed from placerita cyn to osborne.",Go511,[],1
6726,Go511,"closure alert 
all lanes are closed in both directions on the i-210 between hwy 118/ paxton st and i-5

the i-210 west is slow from foothill. little tujunga is not a good alternate as it is jammed from osborne to placerita canyon.",Go511,[],1
6727,Go511,"all lanes closed in both directions i-5 between roxford st and calgrove blvd

5 north slows at osborne. 5 south slows at magic mountain parkway. the 126 is not a good alternate as it is jammed through piru and fillmore.",Go511,[],1
6728,Go511,"brush fire update saddleridge fire sr-118 eastbound closure: traffic is currently being diverted off at kuehner dr. avoid the area  if possible. 

always be work zone alert for all first responders.",Go511,[],0
6729,Go511,"saddleridge fire 
for more information on mandatory evacuations and closures, visit: 
https: www.lafd.org/news/saddleridge-brush-fire …pic.twitter.com/xixbaifmm4",Go511,[],0
6730,Go511,"metro expresslanes website and telephone system will be unavailable saturday, october 12 11:00 pm-04:00 am pdt (pacific time) for scheduled maintenance.",Go511,[],0
6731,Go511,"av line 201 to lancaster will only go as far as sylmar/san fernando today and be cancelled there due to fire department activity near the tracks, due to freeway closures no buses could be secured. a train set at santa clarita will operate at 7:26am to continue to lancaster.",Go511,[],0
6732,Go511,"fire advisory 
all lanes are closed in both directions due to a large fire.
i-210 between hwy 118/ paxton st and i-5pic.twitter.com/vmezwq69vb",Go511,[],1
6733,Go511,"fire advisory
reche fire in moreno valley 
all lanes blocked from locust to reche vista dr due to a brush fire.pic.twitter.com/3skdrsjyzz",Go511,[],0
6734,Go511,"fire advisory detour
all traffic diverted to the 118 due to the fire. i-405 north between hwy 118 and i-5 golden state",Go511,[],1
6735,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182795509615878145 …,Go511,[],0
6736,Go511,"sigalert 
la county, monterey park
i-710 north near i-10 east near i-710 connector, the transition road to from the i-710 north bound to the i-10 east bound will be closed for unknown duration due to a fuel leak and stalled vehicle.pic.twitter.com/g65zgip4sc",Go511,[],1
6737,Go511,"full closure advisory in topanga

topanga canyon blvd. will be fully closed overnight between pch and grand view dr.

effective dates: friday, oct 11th  and saturday, oct 12th from 8 p.m. to 10 a.m.pic.twitter.com/g98sacgh7w",Go511,[],0
6738,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182761080847663105 …,Go511,[],0
6739,Go511,"sigalert
orange county, corona 
sr-91 east of gypsum canyon, one lane blocked for approximately 1 hour due to stalled big rig.pic.twitter.com/zzdctjd6hd",Go511,[],0
6740,Go511,closure advisory in yucaipa for the truck lanes project between moreno valley and beaumont.     there will be six weekends of consecutive ramp and lane closures on i-10 starting oct 11 and a full closure of w/b sr-60 with a traffic shift of e/b sr-60 for two days starting oct 12,Go511,[],0
6741,Go511,"special alert: red flag warning over most of los angeles and ventura counties for friday october 11th, to this evening, due to gusty santa ana winds and very low humidity.

https: forecast.weather.gov/wwamap/wwatxtget.php?cwa=lox&wwa=red%20flag%20warning …",Go511,[],0
6742,Go511,"full closure advisory in topanga

topanga canyon blvd. will be fully closed overnight between pch and grand view dr.

effective dates: friday, oct 11th  and saturday, oct 12th from 8 p.m. to 10 a.m.pic.twitter.com/p0jmbso2l6",Go511,[],0
6743,Go511,"all lanes closed
sr-14 south between san fernando rd and i-5/golden state fwy, backed up to via princessa

little tujunga is not a good alternate as it is jammed from placerita cyn to osborne.",Go511,[],1
6744,Go511,"closure alert 
all lanes are closed in both directions on the i-210 between hwy 118/ paxton st and i-5

the i-210 west is slow from foothill. little tujunga is not a good alternate as it is jammed from osborne to placerita canyon.",Go511,[],1
6745,Go511,"all lanes closed in both directions i-5 between roxford st and calgrove blvd

5 north slows at osborne. 5 south slows at magic mountain parkway. the 126 is not a good alternate as it is jammed through piru and fillmore.",Go511,[],1
6746,Go511,"brush fire update saddleridge fire sr-118 eastbound closure: traffic is currently being diverted off at kuehner dr. avoid the area  if possible. 

always be work zone alert for all first responders.",Go511,[],0
6747,Go511,"saddleridge fire 
for more information on mandatory evacuations and closures, visit: 
https: www.lafd.org/news/saddleridge-brush-fire …pic.twitter.com/xixbaifmm4",Go511,[],0
6748,Go511,"metro expresslanes website and telephone system will be unavailable saturday, october 12 11:00 pm-04:00 am pdt (pacific time) for scheduled maintenance.",Go511,[],0
6749,Go511,"av line 201 to lancaster will only go as far as sylmar/san fernando today and be cancelled there due to fire department activity near the tracks, due to freeway closures no buses could be secured. a train set at santa clarita will operate at 7:26am to continue to lancaster.",Go511,[],0
6750,Go511,"fire advisory 
all lanes are closed in both directions due to a large fire.
i-210 between hwy 118/ paxton st and i-5pic.twitter.com/vmezwq69vb",Go511,[],1
6751,Go511,"fire advisory
reche fire in moreno valley 
all lanes blocked from locust to reche vista dr due to a brush fire.pic.twitter.com/3skdrsjyzz",Go511,[],0
6752,Go511,"fire advisory detour
all traffic diverted to the 118 due to the fire. i-405 north between hwy 118 and i-5 golden state",Go511,[],1
6753,Go511,"fire advisory near sylmar
all lanes closed due to the fire.
sr-14 south between san fernando rd and i-5/golden state fwy, backed up to golden valley rdpic.twitter.com/bvdd1m01m0",Go511,[],1
6754,Go511,"metrolink antelope valley line: tracks are closed between sylmar/san fernando and newhall stations due to fire activity near the tracks. there will be limited train service due to freeway closures buses cannot be provided at this time. 
service lines affected
antelope valley line",Go511,[],0
6755,Go511,"sigalert 
sr-57 south near i-10 e sr-57 south the #3 lane blocked for an unknown duration due to a traffic collisionpic.twitter.com/qff8b1zn4j",Go511,['3'],0
6756,Go511,"traffic alert
la county
the i-405 north and south is experiencing heavy congestion from fox hills to the sepulveda pass. also, the i-5 south bound is heavily congested from the sr-60 & us-101 interchange to the city of norwalk. expect delays.",Go511,[],0
6757,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182436593732186112 …,Go511,[],0
6758,Go511,update: sigalert cleared. all lanes now open.https: twitter.com/go511/status/1182430797736763392 …,Go511,[],0
6759,Go511,update: i-15 north to i-210 east bound is now open. cherry off-ramp near the i-210 east bound is still closed.https: twitter.com/go511/status/1182448052591661061 …,Go511,[],0
6760,Go511,"sigalert update 
san bernardino county, fontana 
i-210 west to the i-15 south connector, hov lanes from the i-210 east bound to the i-210 west bound now open as well as cherry off-ramp is still closed and hard closure from i-15 north to the i-210 east bound.pic.twitter.com/wi4xykz16x",Go511,[],0
6761,Go511,"special alert: red flag warning over most of los angeles and ventura counties for early thursday, october 10th, through friday evening, october 11th, due to gusty santa ana winds and very low humidity.

http: forecast.weather.gov/wwamap/wwatxtg …",Go511,[],0
6762,Go511,"sigalert in westminster
i-405 south near bolsa avenue. 1 lane is blocked for approx. 30 minutes due to a stalled motor home.pic.twitter.com/wbsbbvn26i",Go511,[],0
6763,Go511,"the metro expresslanes website and phone system will be down from 10:00 pm on saturday, november 2 to 2:00 am on sunday, november 3 for scheduled maintenance.

for more info visit:

https: www.metroexpresslanes.net/en/home/index.shtml …",Go511,[],0
6764,Go511,"did you know that 511 has operators in the caltrans and chp traffic management center? our team is monitoring the fire and getting you the most up to date information, visit: https: go511.com/staticcontent/index/75 …",Go511,[],0
6765,Go511,"sigalert 
la county, gardena
i-405 north near western ave, one lane closed for approximately 30 minutes due to a stalled bus.pic.twitter.com/mpdue0irm2",Go511,[],0
6766,Go511,"closure advisory
hollywood carnival parade 
fri, nov 1st from 10am to 7am

closures
la cienega blvd at hwy 2 to santa monica blvd

san vicente blvd between melrose ave and hwy 2/santa monica blvd

santa monica blvd between n doheny dr/melrose ave and n la cienega blvd",Go511,[],1
6767,Go511,"sigalert in los angles
i-405 south, just north of skirball center dr, the hov lane blocked for approx. 1 hr due to a traffic collision.pic.twitter.com/rwu1wvz1w4",Go511,[],0
6768,ARK-1Responder,@go511  update #easyfirehttps: twitter.com/go511/status/1189961409137758208 …,Go511,['EasyFirehttps'],0
6769,Go511,"#easyfire update

moorpark rd - olsen rd & santa rosa rd

olsen rd - ca-23 & madera rd

left lane is open, ca-23 n -tierra rejada rd 

tierra rejada rd - moorpark rd/miller pkwy & n madera rd

evacuations
all mandatory evacuation orders have been lifted in simi valley & moorpark",Go511,['EasyFire'],0
6770,Go511,"sigalert in tustin 
ca-55 south at edinger ave, backed up to i-5, a disabled big rig has the edinger off-ramp blocked for an unknown duration.",Go511,[],0
